study_accession_id,study_title,study_type,instrument_platform,instrument_model,library_layout,library_name,library_strategy,library_source,library_selection,experiment_accession_id,run_accession_id,sample_accession_id,sample_alias,biosample_id,sample_title
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495988,EGAR00001539795,EGAN00001504091,PV658,SAMEA103909907,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495989,EGAR00001539796,EGAN00001504092,PV663,SAMEA103909908,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495990,EGAR00001539797,EGAN00001504092,PV663,SAMEA103909908,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495991,EGAR00001539798,EGAN00001504092,PV663,SAMEA103909908,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495992,EGAR00001539799,EGAN00001504093,PV664,SAMEA103909909,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495993,EGAR00001539800,EGAN00001504093,PV664,SAMEA103909909,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495994,EGAR00001539801,EGAN00001504094,PV674,SAMEA103909910,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495995,EGAR00001539802,EGAN00001504094,PV674,SAMEA103909910,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495996,EGAR00001539803,EGAN00001504095,PV676,SAMEA103909911,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495997,EGAR00001539804,EGAN00001504095,PV676,SAMEA103909911,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495998,EGAR00001539805,EGAN00001504096,PV679,SAMEA103909912,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495999,EGAR00001539806,EGAN00001504096,PV679,SAMEA103909912,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496000,EGAR00001539807,EGAN00001504097,PV680,SAMEA103909913,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496001,EGAR00001539808,EGAN00001504097,PV680,SAMEA103909913,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496002,EGAR00001539809,EGAN00001504098,PV683,SAMEA103909914,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496003,EGAR00001539810,EGAN00001504098,PV683,SAMEA103909914,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496004,EGAR00001539811,EGAN00001504099,PV689,SAMEA103909915,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496005,EGAR00001539812,EGAN00001504099,PV689,SAMEA103909915,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496006,EGAR00001539813,EGAN00001504100,PV692,SAMEA103909916,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496007,EGAR00001539814,EGAN00001504100,PV692,SAMEA103909916,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496008,EGAR00001539815,EGAN00001504101,PV693,SAMEA103909917,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496009,EGAR00001539816,EGAN00001504101,PV693,SAMEA103909917,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496010,EGAR00001539817,EGAN00001504102,PV695,SAMEA103909918,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496011,EGAR00001539818,EGAN00001504102,PV695,SAMEA103909918,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496012,EGAR00001539819,EGAN00001504103,PV698,SAMEA103909919,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496013,EGAR00001539820,EGAN00001504103,PV698,SAMEA103909919,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496014,EGAR00001539821,EGAN00001504103,PV698,SAMEA103909919,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496015,EGAR00001539822,EGAN00001504103,PV698,SAMEA103909919,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496016,EGAR00001539823,EGAN00001504103,PV698,SAMEA103909919,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496017,EGAR00001539824,EGAN00001504104,PV699,SAMEA103909920,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496018,EGAR00001539825,EGAN00001504104,PV699,SAMEA103909920,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496019,EGAR00001539826,EGAN00001504105,PV701,SAMEA103909921,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496020,EGAR00001539827,EGAN00001504105,PV701,SAMEA103909921,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496021,EGAR00001539828,EGAN00001504105,PV701,SAMEA103909921,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496022,EGAR00001539829,EGAN00001504105,PV701,SAMEA103909921,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496023,EGAR00001539830,EGAN00001504106,PV734,SAMEA103909922,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496024,EGAR00001539831,EGAN00001504106,PV734,SAMEA103909922,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496025,EGAR00001539832,EGAN00001504106,PV734,SAMEA103909922,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496026,EGAR00001539833,EGAN00001504107,PV756,SAMEA103909923,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496027,EGAR00001539834,EGAN00001504107,PV756,SAMEA103909923,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496028,EGAR00001539835,EGAN00001504108,PV776,SAMEA103909924,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496029,EGAR00001539836,EGAN00001504108,PV776,SAMEA103909924,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496030,EGAR00001539837,EGAN00001504109,PV830,SAMEA103909925,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496031,EGAR00001539838,EGAN00001504110,PV836,SAMEA103909926,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496032,EGAR00001539839,EGAN00001504110,PV836,SAMEA103909926,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496033,EGAR00001539840,EGAN00001504111,PV838,SAMEA103909927,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496034,EGAR00001539841,EGAN00001504111,PV838,SAMEA103909927,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496035,EGAR00001539842,EGAN00001504112,PV859,SAMEA103909928,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496036,EGAR00001539843,EGAN00001504112,PV859,SAMEA103909928,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496037,EGAR00001539844,EGAN00001504112,PV859,SAMEA103909928,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496038,EGAR00001539845,EGAN00001504113,PV865,SAMEA103909929,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496039,EGAR00001539846,EGAN00001504113,PV865,SAMEA103909929,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496040,EGAR00001539847,EGAN00001504114,PV866,SAMEA103909930,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496041,EGAR00001539848,EGAN00001504114,PV866,SAMEA103909930,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496042,EGAR00001539849,EGAN00001504115,PV868,SAMEA103909931,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496043,EGAR00001539850,EGAN00001504115,PV868,SAMEA103909931,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496044,EGAR00001539851,EGAN00001504115,PV868,SAMEA103909931,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496045,EGAR00001539852,EGAN00001504116,PV869,SAMEA103909932,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496046,EGAR00001539853,EGAN00001504116,PV869,SAMEA103909932,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496047,EGAR00001539854,EGAN00001504116,PV869,SAMEA103909932,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496048,EGAR00001539855,EGAN00001504117,PV870,SAMEA103909933,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496049,EGAR00001539856,EGAN00001504117,PV870,SAMEA103909933,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496050,EGAR00001539857,EGAN00001504117,PV870,SAMEA103909933,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496051,EGAR00001539858,EGAN00001504118,PV872,SAMEA103909934,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496052,EGAR00001539859,EGAN00001504118,PV872,SAMEA103909934,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496053,EGAR00001539860,EGAN00001504118,PV872,SAMEA103909934,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496054,EGAR00001539861,EGAN00001504119,PV873,SAMEA103909935,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496055,EGAR00001539862,EGAN00001504119,PV873,SAMEA103909935,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496056,EGAR00001539863,EGAN00001504120,PV875,SAMEA103909936,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496057,EGAR00001539864,EGAN00001504120,PV875,SAMEA103909936,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496058,EGAR00001539865,EGAN00001504121,PV881,SAMEA103909937,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496059,EGAR00001539866,EGAN00001504121,PV881,SAMEA103909937,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496060,EGAR00001539867,EGAN00001504122,PV886,SAMEA103909938,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496061,EGAR00001539868,EGAN00001504122,PV886,SAMEA103909938,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496062,EGAR00001539869,EGAN00001504123,PV889,SAMEA103909939,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496063,EGAR00001539870,EGAN00001504123,PV889,SAMEA103909939,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496064,EGAR00001539871,EGAN00001504124,PV898,SAMEA103909940,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496065,EGAR00001539872,EGAN00001504124,PV898,SAMEA103909940,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496066,EGAR00001539873,EGAN00001504125,PV906,SAMEA103909941,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496067,EGAR00001539874,EGAN00001504125,PV906,SAMEA103909941,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496068,EGAR00001539875,EGAN00001504126,PV908,SAMEA103909942,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496069,EGAR00001539876,EGAN00001504126,PV908,SAMEA103909942,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496070,EGAR00001539877,EGAN00001504127,PV910,SAMEA103909943,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496071,EGAR00001539878,EGAN00001504127,PV910,SAMEA103909943,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496072,EGAR00001539879,EGAN00001504128,PV912,SAMEA103909944,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496073,EGAR00001539880,EGAN00001504128,PV912,SAMEA103909944,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496074,EGAR00001539881,EGAN00001504128,PV912,SAMEA103909944,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496075,EGAR00001539882,EGAN00001504129,PV913,SAMEA103909945,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496076,EGAR00001539883,EGAN00001504129,PV913,SAMEA103909945,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496077,EGAR00001539884,EGAN00001504130,PV915,SAMEA103909946,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496078,EGAR00001539885,EGAN00001504130,PV915,SAMEA103909946,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496079,EGAR00001539886,EGAN00001504131,PV916,SAMEA103909947,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496080,EGAR00001539887,EGAN00001504131,PV916,SAMEA103909947,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496081,EGAR00001539888,EGAN00001504132,PV918,SAMEA103909948,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496082,EGAR00001539889,EGAN00001504132,PV918,SAMEA103909948,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496083,EGAR00001539890,EGAN00001504133,PV921,SAMEA103909949,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496084,EGAR00001539891,EGAN00001504133,PV921,SAMEA103909949,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496085,EGAR00001539892,EGAN00001504134,PV922,SAMEA103909950,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001496086,EGAR00001539893,EGAN00001504134,PV922,SAMEA103909950,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001496087,EGAR00001539894,EGAN00001504135,PV926,SAMEA103909951,Patients with myelodysplasia
